label,importance_type,feature_index,importance
cv_720h_fold1,patch_attention,178,0.00696850148960948
cv_720h_fold1,patch_attention,179,0.014008713886141777
cv_720h_fold2,patch_attention,0,0.007265307009220123
cv_720h_fold2,patch_attention,1,0.006650448311120272
cv_720h_fold2,patch_attention,2,0.00439003249630332
cv_720h_fold2,patch_attention,3,0.004446430131793022
cv_720h_fold2,patch_attention,4,0.017180664464831352
cv_720h_fold2,patch_attention,5,0.015943732112646103
cv_720h_fold2,patch_attention,6,0.005241225939244032
cv_720h_fold2,patch_attention,7,0.0026557177770882845
cv_720h_fold2,patch_attention,8,0.004348650109022856
cv_720h_fold2,patch_attention,9,0.006230947561562061
cv_720h_fold2,patch_attention,10,0.00419460516422987
cv_720h_fold2,patch_attention,11,0.014045707881450653
cv_720h_fold2,patch_attention,12,0.004261266905814409
cv_720h_fold2,patch_attention,13,0.003962644375860691
cv_720h_fold2,patch_attention,14,0.003188667818903923
cv_720h_fold2,patch_attention,15,0.0037622542586177588
cv_720h_fold2,patch_attention,16,0.0037951443810015917
cv_720h_fold2,patch_attention,17,0.003901130286976695
cv_720h_fold2,patch_attention,18,0.004583597183227539
cv_720h_fold2,patch_attention,19,0.008397862315177917
cv_720h_fold2,patch_attention,20,0.004901381675153971
cv_720h_fold2,patch_attention,21,0.0034857611171901226
cv_720h_fold2,patch_attention,22,0.0033495575189590454
cv_720h_fold2,patch_attention,23,0.0063643199391663074
cv_720h_fold2,patch_attention,24,0.002664214465767145
cv_720h_fold2,patch_attention,25,0.0026003215461969376
cv_720h_fold2,patch_attention,26,0.012403804808855057
cv_720h_fold2,patch_attention,27,0.003285835264250636
cv_720h_fold2,patch_attention,28,0.005825647618621588
cv_720h_fold2,patch_attention,29,0.0031606287229806185
cv_720h_fold2,patch_attention,30,0.0068544368259608746
cv_720h_fold2,patch_attention,31,0.005907348357141018
cv_720h_fold2,patch_attention,32,0.0046546426601707935
cv_720h_fold2,patch_attention,33,0.004372991155833006
cv_720h_fold2,patch_attention,34,0.003400955116376281
cv_720h_fold2,patch_attention,35,0.003676421009004116
cv_720h_fold2,patch_attention,36,0.007043358404189348
cv_720h_fold2,patch_attention,37,0.003884693142026663
cv_720h_fold2,patch_attention,38,0.003624117001891136
cv_720h_fold2,patch_attention,39,0.003097230801358819
cv_720h_fold2,patch_attention,40,0.0038335048593580723
cv_720h_fold2,patch_attention,41,0.002386347623541951
cv_720h_fold2,patch_attention,42,0.007695241831243038
cv_720h_fold2,patch_attention,43,0.002958564320579171
cv_720h_fold2,patch_attention,44,0.002977482508867979
cv_720h_fold2,patch_attention,45,0.002580278553068638
cv_720h_fold2,patch_attention,46,0.0027294871397316456
cv_720h_fold2,patch_attention,47,0.0037512534763664007
cv_720h_fold2,patch_attention,48,0.0031001337338238955
cv_720h_fold2,patch_attention,49,0.003978055901825428
cv_720h_fold2,patch_attention,50,0.004735766910016537
cv_720h_fold2,patch_attention,51,0.002888113958761096
cv_720h_fold2,patch_attention,52,0.007996907457709312
cv_720h_fold2,patch_attention,53,0.0033838849049061537
cv_720h_fold2,patch_attention,54,0.003067032666876912
cv_720h_fold2,patch_attention,55,0.00657684076577425
cv_720h_fold2,patch_attention,56,0.004021032247692347
cv_720h_fold2,patch_attention,57,0.015070795081555843
cv_720h_fold2,patch_attention,58,0.007825961336493492
cv_720h_fold2,patch_attention,59,0.006657143589109182
cv_720h_fold2,patch_attention,60,0.00714914221316576
cv_720h_fold2,patch_attention,61,0.004796210210770369
cv_720h_fold2,patch_attention,62,0.004720428958535194
cv_720h_fold2,patch_attention,63,0.0048172431997954845
cv_720h_fold2,patch_attention,64,0.0031195473857223988
cv_720h_fold2,patch_attention,65,0.0031077649910002947
cv_720h_fold2,patch_attention,66,0.0034350582864135504
cv_720h_fold2,patch_attention,67,0.004224464297294617
cv_720h_fold2,patch_attention,68,0.008429578505456448
cv_720h_fold2,patch_attention,69,0.004042886197566986
cv_720h_fold2,patch_attention,70,0.00430753268301487
cv_720h_fold2,patch_attention,71,0.006086647976189852
cv_720h_fold2,patch_attention,72,0.005977382883429527
cv_720h_fold2,patch_attention,73,0.010254614986479282
cv_720h_fold2,patch_attention,74,0.0073369466699659824
cv_720h_fold2,patch_attention,75,0.00709379930049181
cv_720h_fold2,patch_attention,76,0.005162101238965988
cv_720h_fold2,patch_attention,77,0.013386589474976063
cv_720h_fold2,patch_attention,78,0.007433133665472269
cv_720h_fold2,patch_attention,79,0.021018603816628456
cv_720h_fold2,patch_attention,80,0.006851536221802235
cv_720h_fold2,patch_attention,81,0.0052434527315199375
cv_720h_fold2,patch_attention,82,0.005681904498487711
cv_720h_fold2,patch_attention,83,0.0033031266648322344
cv_720h_fold2,patch_attention,84,0.0142759894952178
cv_720h_fold2,patch_attention,85,0.006654705852270126
cv_720h_fold2,patch_attention,86,0.008259536698460579
cv_720h_fold2,patch_attention,87,0.014329275116324425
cv_720h_fold2,patch_attention,88,0.00870262086391449
cv_720h_fold2,patch_attention,89,0.002657165052369237
cv_720h_fold2,patch_attention,90,0.0026333732530474663
cv_720h_fold2,patch_attention,91,0.002965283580124378
cv_720h_fold2,patch_attention,92,0.00821838527917862
cv_720h_fold2,patch_attention,93,0.0028268923051655293
cv_720h_fold2,patch_attention,94,0.003160577965900302
cv_720h_fold2,patch_attention,95,0.007708915043622255
cv_720h_fold2,patch_attention,96,0.004295601975172758
cv_720h_fold2,patch_attention,97,0.007212578784674406
cv_720h_fold2,patch_attention,98,0.009067642502486706
cv_720h_fold2,patch_attention,99,0.007563510909676552
cv_720h_fold2,patch_attention,100,0.0103029515594244
cv_720h_fold2,patch_attention,101,0.009072470478713512
cv_720h_fold2,patch_attention,102,0.005612944718450308
cv_720h_fold2,patch_attention,103,0.008747546002268791
cv_720h_fold2,patch_attention,104,0.0033230558037757874
cv_720h_fold2,patch_attention,105,0.0062341406010091305
cv_720h_fold2,patch_attention,106,0.0043596369214355946
cv_720h_fold2,patch_attention,107,0.0026866833213716745
cv_720h_fold2,patch_attention,108,0.0027025260496884584
cv_720h_fold2,patch_attention,109,0.00252944091334939
cv_720h_fold2,patch_attention,110,0.002556460676714778
cv_720h_fold2,patch_attention,111,0.0031042282935231924
cv_720h_fold2,patch_attention,112,0.00242288107983768
cv_720h_fold2,patch_attention,113,0.0024494894314557314
cv_720h_fold2,patch_attention,114,0.0028397557325661182
cv_720h_fold2,patch_attention,115,0.004803088493645191
cv_720h_fold2,patch_attention,116,0.0055308048613369465
cv_720h_fold2,patch_attention,117,0.01089730765670538
cv_720h_fold2,patch_attention,118,0.01645698957145214
cv_720h_fold2,patch_attention,119,0.028982358053326607
cv_720h_fold2,patch_attention,120,0.018296554684638977
cv_720h_fold2,patch_attention,121,0.012593713589012623
cv_720h_fold2,patch_attention,122,0.00728665292263031
cv_720h_fold2,patch_attention,123,0.0070940786972641945
cv_720h_fold2,patch_attention,124,0.011071620509028435
cv_720h_fold2,patch_attention,125,0.0038634208030998707
cv_720h_fold2,patch_attention,126,0.0028867877554148436
cv_720h_fold2,patch_attention,127,0.002692173235118389
cv_720h_fold2,patch_attention,128,0.002435830654576421
cv_720h_fold2,patch_attention,129,0.0029375937301665545
cv_720h_fold2,patch_attention,130,0.0024428809992969036
cv_720h_fold2,patch_attention,131,0.0021396512165665627
cv_720h_fold2,patch_attention,132,0.002686823718249798
cv_720h_fold2,patch_attention,133,0.0025222767144441605
