label,importance_type,patch_index,importance
cv_720h_fold2,patch_attention_layer1,19,0.0015182349598035216
cv_720h_fold2,patch_attention_layer1,20,0.002603385364636779
cv_720h_fold2,patch_attention_layer1,21,0.0026576791424304247
cv_720h_fold2,patch_attention_layer1,22,0.0015799745451658964
cv_720h_fold2,patch_attention_layer1,23,0.0032107923179864883
cv_720h_fold2,patch_attention_layer1,24,0.00019892293494194746
cv_720h_fold2,patch_attention_layer1,25,0.00037506490480154753
cv_720h_fold2,patch_attention_layer1,26,0.00036083540180698037
cv_720h_fold2,patch_attention_layer1,27,0.001363273011520505
cv_720h_fold2,patch_attention_layer1,28,0.003769302275031805
cv_720h_fold2,patch_attention_layer1,29,0.00371861201710999
cv_720h_fold2,patch_attention_layer1,30,0.005669477395713329
cv_720h_fold2,patch_attention_layer1,31,0.002775775268673897
cv_720h_fold2,patch_attention_layer1,32,8.793042070465162e-05
cv_720h_fold2,patch_attention_layer1,33,0.0021507248748093843
cv_720h_fold2,patch_attention_layer1,34,0.0011630982626229525
cv_720h_fold2,patch_attention_layer1,35,0.002850292483344674
cv_720h_fold2,patch_attention_layer1,36,0.001246798550710082
cv_720h_fold2,patch_attention_layer1,37,0.0019365923944860697
cv_720h_fold2,patch_attention_layer1,38,0.001583701465278864
cv_720h_fold2,patch_attention_layer1,39,6.656286859652027e-05
cv_720h_fold2,patch_attention_layer1,40,1.3964208847028203e-05
cv_720h_fold2,patch_attention_layer1,41,0.00036345719126984477
cv_720h_fold2,patch_attention_layer1,42,0.00038831206620670855
cv_720h_fold2,patch_attention_layer1,43,0.0005555060342885554
cv_720h_fold2,patch_attention_layer1,44,0.0013212841004133224
cv_720h_fold2,patch_attention_layer1,45,0.0006375037482939661
cv_720h_fold2,patch_attention_layer1,46,0.015889184549450874
cv_720h_fold2,patch_attention_layer1,47,0.006825678516179323
cv_720h_fold2,patch_attention_layer1,48,0.0025009496603161097
cv_720h_fold2,patch_attention_layer1,49,0.00024649701663292944
cv_720h_fold2,patch_attention_layer1,50,0.0009386831079609692
cv_720h_fold2,patch_attention_layer1,51,0.0006052324897609651
cv_720h_fold2,patch_attention_layer1,52,0.00034923612838611007
cv_720h_fold2,patch_attention_layer1,53,9.726612188387662e-05
cv_720h_fold2,patch_attention_layer1,54,0.021213563159108162
cv_720h_fold2,patch_attention_layer1,55,0.0030158215668052435
cv_720h_fold2,patch_attention_layer1,56,0.00451640086248517
cv_720h_fold2,patch_attention_layer1,57,0.0038514104671776295
cv_720h_fold2,patch_attention_layer1,58,0.0072193327359855175
cv_720h_fold2,patch_attention_layer1,59,0.002918159356340766
cv_720h_fold2,patch_attention_layer1,60,0.002091089030727744
cv_720h_fold2,patch_attention_layer1,61,0.005571388173848391
cv_720h_fold2,patch_attention_layer1,62,0.0015968927182257175
cv_720h_fold2,patch_attention_layer1,63,0.0032554904464632273
cv_720h_fold2,patch_attention_layer1,64,0.00311640533618629
cv_720h_fold2,patch_attention_layer1,65,0.0002388182474533096
cv_720h_fold2,patch_attention_layer1,66,0.005009851418435574
cv_720h_fold2,patch_attention_layer1,67,0.0017385710962116718
cv_720h_fold2,patch_attention_layer1,68,0.008402506820857525
cv_720h_fold2,patch_attention_layer1,69,0.001839859876781702
cv_720h_fold2,patch_attention_layer1,70,0.0020480307284742594
cv_720h_fold2,patch_attention_layer1,71,0.005607545841485262
cv_720h_fold2,patch_attention_layer1,72,0.008409472182393074
cv_720h_fold2,patch_attention_layer1,73,0.006485881749540567
cv_720h_fold2,patch_attention_layer1,74,0.008106308057904243
cv_720h_fold2,patch_attention_layer1,75,0.034620631486177444
cv_720h_fold2,patch_attention_layer1,76,0.007779153063893318
cv_720h_fold2,patch_attention_layer1,77,0.005756638944149017
